,AC,route,arrTime,hldTime
0,ac_1,PIBAP,0.0,0.0
1,ac_1,PASPU,328.2352941176471,0.0
2,ac_1,NYLON,632.8506787330318,0.0
3,ac_1,ELBEX,735.7078215901747,0.0
4,ac_1,RUNWAY1,927.1971832923024,0.0
5,ac_2,PIBAP,30.0,0.0
6,ac_2,PASPU,388.2352941176471,0.0
7,ac_2,NYLON,692.8506787330318,0.0
8,ac_2,ELBEX,795.7078215901747,0.0
9,ac_2,RUNWAY1,987.1971832923024,0.0
10,ac_3,PASPU,60.0,0.0
11,ac_3,NYLON,364.61538461538464,0.0
12,ac_3,ELBEX,467.47252747252753,0.0
13,ac_3,RUNWAY1,658.9618891746552,0.0
14,ac_4,ARAMA,150.0,0.0
15,ac_4,LELIB,361.7647058823529,0.0
16,ac_4,JAYBEE,610.9954751131222,0.0
17,ac_4,ALFA,707.9185520361991,0.0
18,ac_4,BETBA,777.1493212669683,0.0
19,ac_4,BIDUS,846.3800904977376,0.0
20,ac_4,ELBEX,961.2372333548806,0.0
21,ac_4,RUNWAY1,1152.7265950570081,0.0
22,ac_5,ARAMA,180.0,0.0
23,ac_5,LELIB,442.258064516129,0.0
24,ac_5,JAYBEE,730.9954751131222,0.0
25,ac_5,ALFA,857.9185520361991,0.0
26,ac_5,BETBA,957.1493212669683,0.0
27,ac_5,BIDUS,1026.3800904977377,0.0
28,ac_5,ELBEX,1141.2372333548806,0.0
29,ac_5,RUNWAY1,1332.7265950570081,0.0
30,ac_6,BOBAG,180.0,0.0
31,ac_6,SINJON,512.3076923076923,0.0
32,ac_6,PAPA UNIFORM,696.3800904977376,0.0
33,ac_6,BETBA,837.1493212669683,0.0
34,ac_6,BIDUS,906.3800904977376,0.0
35,ac_6,ELBEX,1021.2372333548806,0.0
36,ac_6,RUNWAY1,1212.7265950570081,0.0
37,ac_7,ASUNA,360.0,0.0
38,ac_7,BOBAG,571.7647058823529,0.0
39,ac_7,SINJON,904.0723981900452,0.0
40,ac_7,PAPA UNIFORM,1084.0723981900453,0.0
41,ac_7,BETBA,1194.841628959276,0.0
42,ac_7,BIDUS,1264.0723981900453,0.0
43,ac_7,ELBEX,1378.9295410471882,0.0
44,ac_7,RUNWAY1,1570.4189027493157,0.0
45,ac_8,LELIB,60.0,0.0
46,ac_8,JAYBEE,309.2307692307692,0.0
47,ac_8,ALFA,406.1538461538462,0.0
48,ac_8,BETBA,475.3846153846155,0.0
49,ac_8,BIDUS,544.6153846153848,0.0
50,ac_8,ELBEX,659.4725274725275,0.0
51,ac_8,RUNWAY1,850.9618891746552,0.0
52,ac_9,JAYBEE,120.0,0.0
53,ac_9,ALFA,216.92307692307693,0.0
54,ac_9,BETBA,286.15384615384613,0.0
55,ac_9,BIDUS,355.7142857142857,0.0
56,ac_9,VABRI,522.8571428571429,0.0
57,ac_9,RUNWAY2,714.3465045592706,0.0
58,ac_10,REPOV,360.0,0.0
59,ac_10,REMES,656.4705882352941,0.0
60,ac_10,BTM,1030.316742081448,0.0
61,ac_10,DOVAN,1196.4705882352941,0.0
62,ac_10,BIPOP,1362.6244343891403,0.0
63,ac_10,VABRI,1465.4815772462832,0.0
64,ac_10,RUNWAY2,1656.970938948411,0.0
65,ac_11,SAMKO,60.0,0.0
66,ac_11,BTM,317.14285714285717,0.0
67,ac_11,DOVAN,483.2967032967033,0.0
68,ac_11,BIPOP,649.4505494505495,0.0
69,ac_11,VABRI,752.3076923076924,0.0
70,ac_11,RUNWAY2,943.7970540098202,0.0
71,ac_12,IKIMA,240.0,0.0
72,ac_12,IBULA,516.923076923077,0.0
73,ac_12,LAVAX,762.3529411764706,0.0
74,ac_12,RUVIK,873.1221719457014,0.0
75,ac_12,DOVAN,1020.0,0.0
76,ac_12,BIPOP,1186.1538461538462,0.0
77,ac_12,VABRI,1289.010989010989,0.0
78,ac_12,RUNWAY2,1480.5003507131169,0.0
79,ac_13,IBULA,300.0,0.0
80,ac_13,LAVAX,522.3529411764706,0.0
81,ac_13,RUVIK,633.1221719457014,0.0
82,ac_13,DOVAN,757.7375565610861,0.0
83,ac_13,BIPOP,923.8914027149323,0.0
84,ac_13,VABRI,1026.7485455720753,0.0
85,ac_13,RUNWAY2,1218.2379072742028,0.0
86,ac_14,KEXAS,420.0,0.0
87,ac_14,LAVAX,642.3529411764706,0.0
88,ac_14,RUVIK,753.1221719457014,0.0
89,ac_14,DOVAN,900.0,0.0
90,ac_14,BIPOP,1066.1538461538462,0.0
91,ac_14,VABRI,1169.010989010989,0.0
