,AC,route,arrTime,hldTime
0,ac_1,PIBAP,0.0,0
1,ac_1,PASPU,328.235294117647,0
2,ac_1,NYLON,632.8506787330316,0
3,ac_1,ELBEX,735.7078215901745,0
4,ac_1,RUNWAY1,927.1971832923022,0
5,ac_2,PIBAP,30.0,0
6,ac_2,PASPU,358.235294117647,30
7,ac_2,NYLON,687.8506787330316,10
8,ac_2,ELBEX,795.7078215901745,0
9,ac_2,RUNWAY1,987.1971832923022,0
10,ac_3,PASPU,60.0,0
11,ac_3,NYLON,364.61538461538464,0
12,ac_3,ELBEX,467.4725274725275,0
13,ac_3,RUNWAY1,658.9618891746552,0
14,ac_4,ARAMA,150.0,0
15,ac_4,BOBAG,584.1176470588235,0
16,ac_4,SINJON,916.4253393665158,0
17,ac_4,PAPA UNIFORM,1096.4253393665158,0
18,ac_4,BETBA,1207.1945701357465,0
19,ac_4,BIDUS,1276.4253393665158,0
20,ac_4,ELBEX,1391.2824822236587,0
21,ac_4,RUNWAY1,1582.7718439257865,0
22,ac_5,ARAMA,180.0,0
23,ac_5,BOBAG,614.1176470588235,35
24,ac_5,SINJON,976.4253393665158,0
25,ac_5,PAPA UNIFORM,1156.4253393665158,0
26,ac_5,BETBA,1267.1945701357465,0
27,ac_5,BIDUS,1336.4253393665158,0
28,ac_5,ELBEX,1451.2824822236587,0
29,ac_5,RUNWAY1,1642.7718439257865,0
30,ac_8,LELIB,60.0,0
31,ac_8,JAYBEE,309.2307692307693,0
32,ac_8,ALFA,406.1538461538462,0
33,ac_8,BETBA,475.3846153846154,0
34,ac_8,BIDUS,544.6153846153846,0
35,ac_8,ELBEX,659.4725274725275,0
36,ac_8,RUNWAY1,850.9618891746552,0
37,ac_9,JAYBEE,120.0,0
38,ac_9,ALFA,216.92307692307693,0
39,ac_9,BETBA,286.1538461538462,0
40,ac_9,BIDUS,355.3846153846154,0
41,ac_9,VABRI,492.5274725274726,0
42,ac_9,RUNWAY2,684.0168342296002,0
43,ac_10,REPOV,360.0,0
44,ac_10,REMES,656.4705882352941,0
45,ac_10,BTM,1030.316742081448,0
46,ac_10,DOVAN,1196.4705882352941,0
47,ac_10,BIPOP,1362.6244343891403,0
48,ac_10,VABRI,1465.4815772462832,0
49,ac_10,RUNWAY2,1656.970938948411,0
50,ac_11,SAMKO,60.0,0
51,ac_11,BTM,317.1428571428571,0
52,ac_11,DOVAN,483.2967032967033,0
53,ac_11,BIPOP,649.4505494505495,0
54,ac_11,VABRI,752.3076923076924,0
55,ac_11,RUNWAY2,943.79705400982,0
56,ac_12,IKIMA,240.0,0
57,ac_12,IBULA,516.9230769230769,0
58,ac_12,LAVAX,739.2760180995475,0
59,ac_12,RUVIK,850.0452488687783,0
60,ac_12,DOVAN,974.660633484163,0
61,ac_12,BIPOP,1140.814479638009,0
62,ac_12,VABRI,1243.671622495152,0
63,ac_12,RUNWAY2,1435.1609841972795,0
64,ac_13,IBULA,300.0,0
65,ac_13,LAVAX,522.3529411764706,0
66,ac_13,RUVIK,633.1221719457014,0
67,ac_13,DOVAN,757.7375565610861,0
68,ac_13,BIPOP,923.8914027149323,0
69,ac_13,VABRI,1026.748545572075,0
70,ac_13,RUNWAY2,1218.2379072742028,0
71,ac_14,KEXAS,420.0,0
72,ac_14,LAVAX,649.090909090909,0
73,ac_14,RUVIK,759.8601398601397,0
74,ac_14,DOVAN,900.729705077531,0
75,ac_14,BIPOP,1066.8835512313772,0
