,AC,route,arrTime,hldTime
0,ac_1,PIBAP,0.0,0.0
1,ac_1,PASPU,328.2352941176471,0.0
2,ac_1,NYLON,632.8506787330318,0.0
3,ac_1,ELBEX,735.7078219177624,0.0
4,ac_1,RUNWAY1,927.1971832925792,0.0
5,ac_2,PIBAP,180.0,0.0
6,ac_2,PASPU,508.23529411764696,0.0
7,ac_2,NYLON,812.8506787330316,0.0
8,ac_2,VABRI,915.7078215901735,0.0
9,ac_2,RUNWAY2,1107.1971832925797,0.0
10,ac_3,PASPU,60.0,0.0
11,ac_3,NYLON,364.6153846153848,0.0
12,ac_3,VABRI,467.4725274725273,0.0
13,ac_3,RUNWAY2,658.9618891749324,0.0
14,ac_4,ARAMA,120.0,0.0
15,ac_4,LELIB,331.7647058823529,0.0
16,ac_4,JAYBEE,580.9954751129877,0.0
17,ac_4,ALFA,677.9185520363991,0.0
18,ac_4,BETBA,747.1493212670355,0.0
19,ac_4,BIDUS,816.3800904976704,0.0
20,ac_4,ELBEX,931.2372333548881,0.0
21,ac_4,RUNWAY1,1122.7265950572946,0.0
22,ac_5,ARAMA,300.0,0.0
23,ac_5,LELIB,511.7647058823529,0.0
24,ac_5,JAYBEE,760.995475112988,0.0
25,ac_5,ALFA,857.9185520364007,0.0
26,ac_5,BETBA,927.1493212670356,0.0
27,ac_5,BIDUS,996.3800904976705,0.0
28,ac_5,ELBEX,1111.2372333548883,0.0
29,ac_5,RUNWAY1,1302.7265950572946,0.0
30,ac_6,BOBAG,180.0,4.072398189961035
31,ac_6,SINJON,516.3800904976533,0.0
32,ac_6,PAPA UNIFORM,696.3800904976533,0.0
33,ac_6,BETBA,807.1493212670184,0.0
34,ac_6,BIDUS,876.3800904976533,0.0
35,ac_6,ELBEX,991.2372333548711,0.0
36,ac_6,RUNWAY1,1182.7265950572773,0.0
37,ac_7,ASUNA,360.0,0.0
38,ac_7,BOBAG,571.7647058823529,0.0
39,ac_7,SINJON,904.0723981900452,0.0
40,ac_7,PAPA UNIFORM,1084.0723981900453,0.0
41,ac_7,BETBA,1194.8416289594104,0.0
42,ac_7,BIDUS,1264.0723981900453,0.0
43,ac_7,ELBEX,1378.929541047235,0.0
44,ac_7,RUNWAY1,1570.4189027496311,0.0
45,ac_8,LELIB,60.0,0.0
46,ac_8,JAYBEE,309.23076923076917,0.0
47,ac_8,ALFA,406.1538461538459,0.0
48,ac_8,BETBA,475.38461538461434,0.0
49,ac_8,BIDUS,544.6153846153835,0.0
50,ac_8,ELBEX,659.472527472526,0.0
51,ac_8,RUNWAY1,850.961889174932,0.0
52,ac_9,JAYBEE,120.0,0.0
53,ac_9,ALFA,216.9230769230769,0.0
54,ac_9,BETBA,286.153846153846,0.0
55,ac_9,BIDUS,355.38461538461485,0.0
56,ac_9,ELBEX,470.24175824175785,0.0
57,ac_9,RUNWAY1,661.7311199441647,0.0
58,ac_10,REPOV,360.0,0.0
59,ac_10,REMES,656.4705882352939,0.0
60,ac_10,BTM,1030.3167420814475,0.0
61,ac_10,DOVAN,1196.470588227383,0.0
62,ac_10,BIPOP,1362.6244343814255,0.0
63,ac_10,VABRI,1465.4815772387378,0.0
64,ac_10,RUNWAY2,1656.9709389411441,0.0
65,ac_11,SAMKO,60.0,0.0
66,ac_11,BTM,317.1428571428571,0.0
67,ac_11,DOVAN,483.29670329670284,0.0
68,ac_11,BIPOP,649.4505494648716,0.0
69,ac_11,VABRI,752.3076923076909,0.0
70,ac_11,RUNWAY2,943.797054010095,0.0
71,ac_12,IKIMA,240.0,0.0
72,ac_12,IBULA,516.923076923077,0.0
73,ac_12,LAVAX,739.2760180995476,0.0
74,ac_12,RUVIK,850.0452487190809,0.0
75,ac_12,DOVAN,974.660633334465,0.0
76,ac_12,BIPOP,1140.8144805117206,0.0
77,ac_12,VABRI,1243.6715690988237,0.0
78,ac_12,RUNWAY2,1435.1609287037502,0.0
79,ac_13,IBULA,300.0,0.0
80,ac_13,LAVAX,522.3529411764706,0.0
81,ac_13,RUVIK,633.1221719457004,0.0
82,ac_13,DOVAN,757.7375565610844,0.0
83,ac_13,BIPOP,923.8914027149303,0.0
84,ac_13,VABRI,1026.748545572072,0.0
85,ac_13,RUNWAY2,1218.237907274474,0.0
86,ac_14,KEXAS,420.0,0.0
87,ac_14,LAVAX,642.3529411764706,22.26242058765216
88,ac_14,RUVIK,775.3845925333536,0.0
89,ac_14,DOVAN,900.0,0.0
90,ac_14,BIPOP,1066.1538461479252,0.0
91,ac_14,VABRI,1169.0109890116412,0.0
